,territory_id,date,scraped_at,url,territory_name,state_code,excerpts,edition,is_extra_edition,txt_url
0,3525904,2024-01-05,2024-01-06T01:42:10.781308,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2024-01-05/abe505b60a0f256b69b117c391e469e49880dc66.pdf,Jundiaí,SP,"físicos e conversão para processos administrativos 
eletrônicos, no âmbito da Administração Pública Direta do Município de 
Jundiaí.
SIMONE ZANOTELLO DE OLIVEIRA, Gestora da Unidade de 
Administração e Gestão de Pessoas do Município de Jundiaí, Estado 
de São Paulo, no uso de suas atribuições legais, face ao que consta 
do Processo Administrativo PMJ SEI 15744/2023, e tendo em vista as 
disposições constantes nas Leis Federais n°s 12.682, de 9 de julho de 
2012, 13.874, de 20 de setembro de 2019 e 14.129, de 29 de março de 
2021, Lei Municipal n° 5.349, de 17 de dezembro 1999, Decreto Municipal 
n° 26.136, de 06 de novembro 2015, Decreto Federal nº 10.278, de 18 
de março de 2020, RESOLVE:

CAPÍTULO I
OBJETO E ÂMBITO DE APLICAÇÃO

Art. 1º Fica regulamentado o procedimento de digitalização dos processos 
administrativos físicos para o Sistema Eletrônico de Informações-SEI no 
âmbito da Administração Pública Direta do Município de Jundiaí .
Art. 2º Para fins desta Instrução Normativa, considera-se:",5393,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2024-01-05/abe505b60a0f256b69b117c391e469e49880dc66.txt
1,3525904,2024-01-05,2024-01-06T01:42:10.781308,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2024-01-05/abe505b60a0f256b69b117c391e469e49880dc66.pdf,Jundiaí,SP,"inclusão do Termo de Encerramento de 
Processo citado no § 1º deste artigo, devendo ser inserido no SIIM – 
Protocolo a respectiva tramitação, com o status de “deferido”.

CAPÍTULO V
DAS DISPOSIÇÕES FINAIS

Art. 9º Na aplicação desta Instrução Normativa, deverão ser observadas 
as peculiaridades de cada tipo de documentação, principalmente no que 
tange às legislações vigentes, devendo ser observadas as Leis Federais 
n° 12.682, de 9 de julho de 2012, nº 13.874, de 20 de setembro de 2019 
e nº 14.129, de 29 de março de 2021, Lei Municipal n° 5.349, de 17 
de dezembro 1999, Decreto Municipal n° 26.136, de 06 de novembro 
de 2015, Decreto Federal nº 10.278, de 18 de março de 2020, no que 
couber, com relação aos assuntos pertinentes e não conflitantes tratados 
em cada uma delas.
Art. 10. No processo de digitalização, os responsáveis deverão 
observar,  no  que  couber  e  no  que  não  conflitar  com  esta  Instrução, 
os “Procedimentos para Digitalização de Documentos e Processos”, 
constantes",5393,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2024-01-05/abe505b60a0f256b69b117c391e469e49880dc66.txt
2,3525904,2024-01-05,2024-01-06T01:42:10.781308,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2024-01-05/abe505b60a0f256b69b117c391e469e49880dc66.pdf,Jundiaí,SP,"2024

Dispõe sobre o procedimento de cadastro e concessão de acesso a 
usuário externo no SEI – SISTEMA ELETRÔNICO DE INFORMAÇÔES, 
no âmbito da Administração Pública Direta do Município de Jundiaí.
SIMONE ZANOTELLO DE OLIVEIRA, Gestora da Unidade de 
Administração e Gestão de Pessoas do Município de Jundiaí, Estado 
de São Paulo, no uso de suas atribuições legais, face ao que consta 
do Processo Administrativo PMJ SEI 40748/2023, e tendo em vista as 
disposições constantes na Lei Federal n° 14.129, de 29 de março de 
2021, Lei Municipal n° 5.349, de 17 de dezembro 1999, Decreto Municipal 
n° 26.136, de 06 de novembro de 2015, Lei Federal nº 13.709, de 14 de 
agosto de 2018 e Lei Federal nº 13.726, de 8 de outubro de 2018.
RESOLVE:

CAPÍTULO I

DO OBJETO E ÂMBITO DE APLICAÇÃO
Art.1º Fica regulamentado o procedimento de cadastramento e 
concessão de acesso a usuários externos no SEI – Sistema Eletrônico 
de Informações no âmbito da Administração Pública Direta do Município 
de Jundiaí.
Art",5393,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2024-01-05/abe505b60a0f256b69b117c391e469e49880dc66.txt
3,3548708,2024-01-05,2024-01-06T02:35:10.646903,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3548708/2024-01-05/bfd29f00d713ea0cf234cc0ca9fdd01c2fdebe1a.pdf,São Bernardo do Campo,SP,"Manuais da organização. Gerenciamento de projetos. Gestão da
rotina de processos. Tecnologia de BPM e gerenciamento de processos.

Legislação
Lei de Acesso à Informação
LEI Nº 12.527, DE 18 DE NOVEMBRO DE 2011
DECRETO MUNICIPAL Nº 18.882, DE 28 DE ABRIL DE 2014
Lei Geral de Proteção de Dados
LEI Nº 13.709, DE 14 DE AGOSTO DE 2018
Direito do Usuário do Serviço Público
LEI Nº 13.460, DE 26 DE JUNHO DE 2017
DECRETO MUNICIPAL Nº 21.580, DE 1º DE JUNHO DE 2021 e suas alterações
Governo Digital
LEI Nº 14.129, DE 29 DE MARÇO DE 2021
Normas Processuais
DECRETO  MUNICIPAL  Nº  18.280,  DE  22  DE  NOVEMBRO  DE  2012  e  suas

alterações
Estatuto do Servidor Público de São Bernardo do Campo
Lei nº 1.729/1968 e alterações
ANALISTA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÕES
Conhecimentos específicos:
Conceitos gerais:
Conceito  básico  de  software  e  hardware:  definição,  tipos,  funções  e

características.
Construção de algoritmos: tipos de dados simples e estruturados, variáveis

e constantes, comandos",2414,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3548708/2024-01-05/bfd29f00d713ea0cf234cc0ca9fdd01c2fdebe1a.txt
4,2301703,2024-01-09,2024-07-04T15:24:24.829784,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2301703/2024-01-09/e4c3947986cdd2a5c4991bf9fa917fe1bc7bfb30.pdf,Aurora,CE,"Municipal, bem 
como às leis orçamentárias;

V – fomento à competitividade nos certames, diminuindo a barreira de entrada a fornecedores em potencial;

VI – aprimoramento da interação com o mercado fornecedor, como forma de se promover a inovação e de 
se prospectarem soluções que maximizem a efetividade da contratação;

VII – desburocratização, incentivo à participação social, uso de linguagem simples e de tecnologia, bem 
como as demais diretrizes do Governo Digital, dispostas no art. 3º da Lei nº 14.129, de 29 de março de 
2021;

VIII – transparência processual;

IX – padronização e centralização de procedimentos, sempre que pertinente.

Art. 9º São instrumentos de governança nas contratações públicas, dentre outros:

I – Plano Diretor de Logística Sustentável - PLS;

II – Plano de Contratações Anual;

III – Política de gestão de estoques;

IV – Gestão por competências;

V – Gestão de riscos e controle preventivo;

VI – Diretrizes para a gestão dos contratos; e

VII – Definição de estrutura",575,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2301703/2024-01-09/e4c3947986cdd2a5c4991bf9fa917fe1bc7bfb30.txt
5,2910800,2024-01-17,2024-01-17T21:57:49.527161,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2910800/2024-01-17/c8172d99935e27ae5689438b18f0e59cb698870c.pdf,Feira de Santana,BA,"de integrar e engajar todos os servidores do Município, assim como 
otimizar serviços públicos para a coletividade;  

 

CONSIDERANDO a oportunidade de criação de ferramentas digitais que visem eficiência, celeridade e 
transparência dos procedimentos interno e externo;  

 

CONSIDERANDO a necessidade de agilizar e otimizar os recursos públicos, de eficiência na prestação de 
serviços à sociedade e de proximidade na relação entre Governo e cidadão; 

 

CONSIDERANDO o teor da Lei Federal Nº 14.129, de 29 março de 2021, que “Dispõe sobre princípios, regras 
e instrumentos para o aumento da eficiência da administração pública, especialmente por meio da 
desburocratização, da inovação, da transformação digital e da participação do cidadão”. 

 
DECRETA: 

 
 Art. 1º - Fica instituída a comunicação interna e externa eletrônica, via Memorando Eletrônico, Ofício 
Eletrônico e Protocolo Eletrônico, para a troca de documentos administrativos no âmbito da estrutura 
administrativa do Município",2725,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2910800/2024-01-17/c8172d99935e27ae5689438b18f0e59cb698870c.txt
6,3548500,2024-01-17,2024-01-17T04:32:43.823112,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3548500/2024-01-17/3de825aceef62dc8f7fb2453635cb352f4c93aa8.pdf,Santos,SP,"no âmbito deste IPREVSANTOS tem por ob-
jeto:

- Alcançar as vantagens e benefícios da informa-
tização e do uso de tecnologia para o desempenho 
das atividades da administração pública;

- Economia de recursos, a preservação do meio 
ambiente com a redução do uso de papel e outros 
insumos, bem como a promoção da desburocrati-
zação e da agilidade na tramitação dos processos 
administrativos e emissão de documentos e atos 
no âmbito do IPREVSANTOS;

– Atender às diretrizes da Lei Federal nº 14.129, 
de 29 de março de 2021, que dispõe sobre princí-
pios, regras e instrumentos para o Governo Digital 
e para o aumento da eficiência pública.

Art. 2º O uso de meio eletrônico busca padroni-
zar a comunicação, reduzir os gastos públicos, ofe-
recer maior transparência nos atos, registrar infor-
mações de atendimento aos segurados, aumentar 
a eficiência na prestação dos serviços, reduzir a 
quantidade de impressões e de papel circulante 
na entidade, e disponibilizar, em formato online, 
serviços",,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3548500/2024-01-17/3de825aceef62dc8f7fb2453635cb352f4c93aa8.txt
7,3525904,2024-01-24,2024-01-25T04:46:42.016522,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2024-01-24/b9122f60acd9f61ad2b336c8ddba46e658ac3e87.pdf,Jundiaí,SP,"2024

Dispõe sobre o procedimento de cadastro e concessão de acesso a 
usuário externo no SEI – SISTEMA ELETRÔNICO DE INFORMAÇÔES, 
no âmbito da Administração Pública Direta do Município de Jundiaí.
 SIMONE ZANOTELLO DE OLIVEIRA, Gestora da Unidade de 
Administração e Gestão de Pessoas do Município de Jundiaí, Estado 
de São Paulo, no uso de suas atribuições legais, face ao que consta 
do Processo Administrativo PMJ SEI 40748/2023, e tendo em vista as 
disposições constantes na Lei Federal n° 14.129, de 29 de março de 
2021, Lei Municipal n° 5.349, de 17 de dezembro 1999, Decreto Municipal 
n° 26.136, de 06 de novembro de 2015, Lei Federal nº 13.709, de 14 de 
agosto de 2018 e Lei Federal nº 13.726, de 8 de outubro de 2018.
 RESOLVE:

CAPÍTULO I
DO OBJETO E ÂMBITO DE APLICAÇÃO

Art.1º Fica regulamentado o procedimento de cadastramento e 
concessão de acesso a usuários externos no SEI – Sistema Eletrônico 
de Informações no âmbito da Administração Pública Direta do Município 
de Jundiaí.",5400,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2024-01-24/b9122f60acd9f61ad2b336c8ddba46e658ac3e87.txt
8,1721000,2024-02-08,2024-02-09T06:01:15.589668,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/1721000/2024-02-08/f857598fbe631f7638f12e8e9eb23ef38911fa06.pdf,Palmas,TO,"

A PREFEITA DE PALMAS, no uso das atribuições que 
lhe confere o art. 71, inciso III, da Lei Orgânica do Município, e 
com fulcro no art. 2º, incisos I a XXIII, da Lei nº 2.390, de 21 de 



DIÁRIO OFICIAL DO MUNICÍPIO DE PALMAS Nº 3.402 - QUINTA-FEIRA, 8 DE FEVEREIRO DE 202410

junho de 2018, na Lei nº 8.159, de 8 de janeiro de 1991, na Medida 
Provisória nº 2.200-2, de 24 de agosto de 2001, na Resolução 
CONARQ nº de 6 de maio de 2022, na Lei nº 12.682, de 9 de julho 
de 2012, e na Lei nº 14.129, de 29 de março de 2021,

D E CR E T A:

CAPÍTULO I
DAS DISPOSIÇÕES PRELIMINARES

Art. 1º É instituído o Sistema e-Palmas como sistema 
informatizado de gestão arquivística de documentos, para a 
realização do Processo Administrativo Eletrônico (PAE), no âmbito 
dos órgãos e entidades da administração pública municipal, de uso 
obrigatório na produção, registro, criação, tramitação, consulta, 
transmissão e arquivamento de documentos e de processos 
administrativos, gerido pela Agência de Tecnologia",,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/1721000/2024-02-08/f857598fbe631f7638f12e8e9eb23ef38911fa06.txt
9,1721000,2024-02-08,2024-02-09T06:01:15.589668,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/1721000/2024-02-08/f857598fbe631f7638f12e8e9eb23ef38911fa06.pdf,Palmas,TO,"informar à AGTEC se o serviço pode ser requerido 
digitalmente ou somente de forma presencial. 

Parágrafo único. O serviço requerido presencialmente 
não obsta o uso do PAE, mediante a digitalização e a inserção no 
Sistema dos documentos originais apresentados pelo cidadão, os 
quais em nenhuma hipótese ficarão retidos pela administração.

Art. 16. A administração pública municipal deve presumir a 
boa-fé do usuário no relacionamento digital em atendimento ao art. 
3°, inciso XV, da Lei nº 14.129, de 29 de março de 2021.

Parágrafo único. A presunção de boa-fé do usuário não 
obsta a AGTEC de buscar meios para garantir a autenticação 
digital.

Art. 17. O mau uso do Portal do Cidadão pelo usuário 
externo não enseja responsabilização do servidor, que pode, em 
casos de suspeição, a qualquer momento, solicitar o contato, 
o comparecimento presencial do cidadão, o envio de dados 

complementares ou quaisquer outras medidas para garantir a 
continuidade da prestação do serviço.

Art. 18",,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/1721000/2024-02-08/f857598fbe631f7638f12e8e9eb23ef38911fa06.txt
