,territory_id,date,scraped_at,url,territory_name,state_code,excerpts,edition,is_extra_edition,txt_url,busca,no_blankspaces
0,3525904,2021-04-16,2022-05-10T05:51:22.951732,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-04-16/33ebc593b4b0d4158087060e579785e40790f3c6.pdf,Jundiaí,SP," bruno de freitas 3.165-2/2021-1 gilson calciolari 4.239-4/2021-1 16 de abril 2021 sinesio scarabello filho gestor de planejamento urbano e meio ambiente edital uge/dpgf n. 12, de 15 de abril de 2021 vasti ferrari marques, gestora da unidade de educacao da prefeitura do municipio de jundiai, estado de sao paulo, no uso de suas atribuicoes legais e face ao que consta no processo n.14.129-7/2020-1---------------------------------------------------------- faz saber aos professores classificados no processo seletivo para a funcao de professor de educacao basica ii (escalas rotativas) que a sessao de escolha de vagas sera realizada no dia 23/04/2021, as 8h30, no centro de linguas e de tecnologia da informacao ""antonio houaiss"", localizado na av. dr. cavalcanti, n. 396, vila arens - complexo argos, conforme descrito abaixo: professor de educacao basica ii - lingua estrangeira",4897,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-04-16/33ebc593b4b0d4158087060e579785e40790f3c6.txt,"""14.129""","brunodefreitas3.165-2/2021-1gilsoncalciolari4.239-4/2021-116deabril2021sinesioscarabellofilhogestordeplanejamentourbanoemeioambienteeditaluge/dpgfn.12,de15deabrilde2021vastiferrarimarques,gestoradaunidadedeeducacaodaprefeituradomunicipiodejundiai,estadodesaopaulo,nousodesuasatribuicoeslegaisefaceaoqueconstanoprocesson.14.129-7/2020-1----------------------------------------------------------fazsaberaosprofessoresclassificadosnoprocessoseletivoparaafuncaodeprofessordeeducacaobasicaii(escalasrotativas)queasessaodeescolhadevagasserarealizadanodia23/04/2021,as8h30,nocentrodelinguasedetecnologiadainformacao""antoniohouaiss"",localizadonaav.dr.cavalcanti,n.396,vilaarens-complexoargos,conformedescritoabaixo:professordeeducacaobasicaii-linguaestrangeira"
1,2507507,2021-04-24,2021-07-18T17:29:06.267477,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2507507/2021-04-24/7cbf6ffd11a12df72f8ef233b38db233fb871ef5.pdf,João Pessoa,PB," joao pessoa, 18 a 24 de abril de 2021 * ndeg 1786 extra * pag. 001/005 semanario oficial atos do prefeito edicao extra conforme paragrafo unico do art. 4 do decreto 5.348/2005 de 16/06/2005. lei ordinaria no 14.129, de 20 de abril de 2021. estabelece a organizacao basica dos orgaos da administracao municipal; dispoe sobre a fusao das secretarias municipais das financas e da receita, criando a secretaria municipal da fazenda semfaz, revogando a lei no 11.133, de 19 de setembro de 2007, e alterando dispositivos da lei no 10.429, de 14 de fevereiro de 2005; altera a lei 13.831/2019, que dispoe sobre estrutura organizacional da secretaria de desenvolvimento social de joao pessoa - sedes/jp e criacao da secretaria de direitos humanos e cidadania; dispoe sobre a fusao das secretarias executivas municipais da transparencia publica e da ouvidoria geral, criando a secretaria executiva da transparencia pubica - setramp; dispoe sobre a fusao da secretaria de articulacao politica e da",,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2507507/2021-04-24/7cbf6ffd11a12df72f8ef233b38db233fb871ef5.txt,"""14.129""","joaopessoa,18a24deabrilde2021*ndeg1786extra*pag.001/005semanariooficialatosdoprefeitoedicaoextraconformeparagrafounicodoart.4dodecreto5.348/2005de16/06/2005.leiordinariano14.129,de20deabrilde2021.estabeleceaorganizacaobasicadosorgaosdaadministracaomunicipal;dispoesobreafusaodassecretariasmunicipaisdasfinancasedareceita,criandoasecretariamunicipaldafazendasemfaz,revogandoaleino11.133,de19desetembrode2007,ealterandodispositivosdaleino10.429,de14defevereirode2005;alteraalei13.831/2019,quedispoesobreestruturaorganizacionaldasecretariadedesenvolvimentosocialdejoaopessoa-sedes/jpecriacaodasecretariadedireitoshumanosecidadania;dispoesobreafusaodassecretariasexecutivasmunicipaisdatransparenciapublicaedaouvidoriageral,criandoasecretariaexecutivadatransparenciapubica-setramp;dispoesobreafusaodasecretariadearticulacaopoliticaeda"
2,3525904,2021-04-28,2022-05-10T05:51:30.434882,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-04-28/c83997a027c146246aefcd880026d5a97933df6a.pdf,Jundiaí,SP,"128 melissa favareto 3.545-5/2021-1 129 ariovaldo thomazetto 3.663-6/2021-1 130 admir morelli 3.661-0/2021-1 131 maria ines zucato kramer 3.664-4/2021-1 eduardo alvarez gestor da unidade de agronegocio, abastecimento e turismo agronegocio, abastecimento e turismo edital uge/dpgf n. 15, de 27 de abril de 2021 vasti ferrari marques, gestora da unidade de educacao da prefeitura do municipio de jundiai, estado de sao paulo, no uso de suas atribuicoes legais e face ao que consta no processo n.14.129-7/2020-1---------------------------------------------------------- faz saber aos professores classificados no processo seletivo para a funcao de professor de educacao basica ii (escalas rotativas) que a sessao de escolha de vagas sera realizada no dia 3/5/2021, as 8h30, no centro de linguas e de tecnologia da informacao ""antonio houaiss"", localizado na av. dr. cavalcanti, n. 396, vila arens - complexo argos, conforme descrito abaixo: professor de educacao basica ii - italiano classificacao",4904,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-04-28/c83997a027c146246aefcd880026d5a97933df6a.txt,"""14.129""","128melissafavareto3.545-5/2021-1129ariovaldothomazetto3.663-6/2021-1130admirmorelli3.661-0/2021-1131mariaineszucatokramer3.664-4/2021-1eduardoalvarezgestordaunidadedeagronegocio,abastecimentoeturismoagronegocio,abastecimentoeturismoeditaluge/dpgfn.15,de27deabrilde2021vastiferrarimarques,gestoradaunidadedeeducacaodaprefeituradomunicipiodejundiai,estadodesaopaulo,nousodesuasatribuicoeslegaisefaceaoqueconstanoprocesson.14.129-7/2020-1----------------------------------------------------------fazsaberaosprofessoresclassificadosnoprocessoseletivoparaafuncaodeprofessordeeducacaobasicaii(escalasrotativas)queasessaodeescolhadevagasserarealizadanodia3/5/2021,as8h30,nocentrodelinguasedetecnologiadainformacao""antoniohouaiss"",localizadonaav.dr.cavalcanti,n.396,vilaarens-complexoargos,conformedescritoabaixo:professordeeducacaobasicaii-italianoclassificacao"
3,3525904,2021-05-05,2022-05-10T05:50:09.704415,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-05-05/0acf65c5e69d655eec79f56b2db4b642e9349dae.pdf,Jundiaí,SP,"antonio mi lan,41 tempra preta cat9366 03/05/2021 r alfredo vaz de campos, 307 escort cinza bhl8773 03/05/2021 r agua branca, 372 fusca branca cwn9151 03/05/2021 av carlos veiga ,15 corsa cinza lbr8102 03/05/2021 r joao bam pa,86 mobilidade e transporte edital uge/dpgf n. 16, de 4 de maio de 2021 vasti ferrari marques, gestora da unidade de educacao da prefeitura do municipio de jundiai, estado de sao paulo, no uso de suas atribuicoes legais e face ao que consta no processo n.14.129-7/2020-1------------------------------- faz saber aos professores classificados no processo seletivo para a funcao de professor de educacao basica i (escalas rotativas) que a sessao de escolha de vagas sera realizada no dia 12/5/2021, as 8h30, no centro de linguas e de tecnologia da informacao ""antonio houaiss"", localizado na av. dr. cavalcanti, n. 396, vila arens - complexo argos, conforme descrito abaixo: professor de educacao basica i classificacao geral clas. nome total pontos",4907,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-05-05/0acf65c5e69d655eec79f56b2db4b642e9349dae.txt,"""14.129""","antoniomilan,41temprapretacat936603/05/2021ralfredovazdecampos,307escortcinzabhl877303/05/2021raguabranca,372fuscabrancacwn915103/05/2021avcarlosveiga,15corsacinzalbr810203/05/2021rjoaobampa,86mobilidadeetransporteeditaluge/dpgfn.16,de4demaiode2021vastiferrarimarques,gestoradaunidadedeeducacaodaprefeituradomunicipiodejundiai,estadodesaopaulo,nousodesuasatribuicoeslegaisefaceaoqueconstanoprocesson.14.129-7/2020-1-------------------------------fazsaberaosprofessoresclassificadosnoprocessoseletivoparaafuncaodeprofessordeeducacaobasicai(escalasrotativas)queasessaodeescolhadevagasserarealizadanodia12/5/2021,as8h30,nocentrodelinguasedetecnologiadainformacao""antoniohouaiss"",localizadonaav.dr.cavalcanti,n.396,vilaarens-complexoargos,conformedescritoabaixo:professordeeducacaobasicaiclassificacaogeralclas.nometotalpontos"
4,3525904,2021-05-19,2022-05-10T05:51:12.604846,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-05-19/b1d3d4ea8a40aefab4067e09b5309dcb527c578b.pdf,Jundiaí,SP,"jundiai.sp.gov.br/assinatura/ http://www.jundiai.sp.gov.br/ http://imprensaoficial.jundiai.sp.gov.br/assinatura/ prefeitura de jundiai imprensa oficial do municipio de jundiai edicao 4912 | 19 de maio de 2021 jundiai.sp.gov.br assinado digitalmente pagina 46 edital uge/dpgf n. 17, de 18 de maio de 2021 vasti ferrari marques, gestora da unidade de educacao da prefeitura do municipio de jundiai, estado de sao paulo, no uso de suas atribuicoes legais e face ao que consta no processo n.14.129-7/2020-1---------------------------------------------------------- faz saber aos professores classificados no processo seletivo para a funcao de professor de educacao basica i (escalas rotativas) que a sessao de escolha de vagas sera realizada no dia 24/5/2021, as 8h30, no centro de linguas e de tecnologia da informacao ""antonio houaiss"", localizado na av. dr. cavalcanti, n. 396, vila arens - complexo argos, conforme descrito abaixo: professor de educacao basica i classificacao geral",4912,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-05-19/b1d3d4ea8a40aefab4067e09b5309dcb527c578b.txt,"""14.129""","jundiai.sp.gov.br/assinatura/http://www.jundiai.sp.gov.br/http://imprensaoficial.jundiai.sp.gov.br/assinatura/prefeituradejundiaiimprensaoficialdomunicipiodejundiaiedicao4912|19demaiode2021jundiai.sp.gov.brassinadodigitalmentepagina46editaluge/dpgfn.17,de18demaiode2021vastiferrarimarques,gestoradaunidadedeeducacaodaprefeituradomunicipiodejundiai,estadodesaopaulo,nousodesuasatribuicoeslegaisefaceaoqueconstanoprocesson.14.129-7/2020-1----------------------------------------------------------fazsaberaosprofessoresclassificadosnoprocessoseletivoparaafuncaodeprofessordeeducacaobasicai(escalasrotativas)queasessaodeescolhadevagasserarealizadanodia24/5/2021,as8h30,nocentrodelinguasedetecnologiadainformacao""antoniohouaiss"",localizadonaav.dr.cavalcanti,n.396,vilaarens-complexoargos,conformedescritoabaixo:professordeeducacaobasicaiclassificacaogeral"
5,2611606,2021-05-25,2022-03-24T01:53:29.885677,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2611606/2021-05-25/dbb680d9d327f7408f7c1876c2820c494bb06e74.pdf,Recife,PE,"portal de compras da prefeitura do recife. o secretario de planejamento, gestao e transformacao digital, no uso das atribuicoes que lhe confere a lei organica municipal, considerando a necessidade de normatizar os procedimentos e acoes complementares para operacao do portal de compras da prefeitura do recife; considerando as disposicoes constantes do art. 115 da lei no 8.666/1993, bem como as disposicoes do art. 19 da lei no 14.133/2021; considerando o disposto no art. 29, SS2o, v, da lei no 14.129/2021; considerando o disposto na lei municipal no 17.156/2005; e, considerando as atribuicoes da secretaria de planejamento, gestao e transformacao digital enquanto responsavel pelo sistema administrativo de licitacoes no ambito do poder executivo municipal, resolve: titulo i das disposicoes gerais art. 1o o portal de compras e um sistema de informacoes corporativas da prefeitura do recife que dispoe de maneira rapida e clara informacoes relacionadas as compras publicas, oferece suporte",73,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2611606/2021-05-25/dbb680d9d327f7408f7c1876c2820c494bb06e74.txt,"""14.129""","portaldecomprasdaprefeituradorecife.osecretariodeplanejamento,gestaoetransformacaodigital,nousodasatribuicoesquelheconferealeiorganicamunicipal,considerandoanecessidadedenormatizarosprocedimentoseacoescomplementaresparaoperacaodoportaldecomprasdaprefeituradorecife;considerandoasdisposicoesconstantesdoart.115daleino8.666/1993,bemcomoasdisposicoesdoart.19daleino14.133/2021;considerandoodispostonoart.29,SS2o,v,daleino14.129/2021;considerandoodispostonaleimunicipalno17.156/2005;e,considerandoasatribuicoesdasecretariadeplanejamento,gestaoetransformacaodigitalenquantoresponsavelpelosistemaadministrativodelicitacoesnoambitodopoderexecutivomunicipal,resolve:tituloidasdisposicoesgeraisart.1ooportaldecompraseumsistemadeinformacoescorporativasdaprefeituradorecifequedispoedemaneirarapidaeclarainformacoesrelacionadasascompraspublicas,oferecesuporte"
6,3525904,2021-05-26,2022-05-10T05:51:21.549540,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-05-26/52cf9761ea4b9b7e2bce1f2d290fd749fd4c0b56.pdf,Jundiaí,SP," 00224/2021 00220/2021 00220/2021 00218/2021 00218/2021 00215/2021 00215/2021 00203/2021 00203/2021 00179/2021 00179/2021 mobilidade e transporte edital uge/dpgf n. 19, de 25 de maio de 2021 vasti ferrari marques, gestora da unidade de educacao da prefeitura do municipio de jundiai, estado de sao paulo, no uso de suas atribuicoes legais e face ao que consta no processo n.14.129-7/2020-1----------------------------------------------------------faz saber aos professores classificados no processo seletivo para a funcao de professor de educacao basica i e ii (escalas rotativas) que a sessao de escolha de vagas sera realizada no dia 31/5/2021, as 8h30, no centro de linguas e de tecnologia da informacao ""antonio houaiss"", localizado na av. dr. cavalcanti, n. 396, vila arens - complexo argos, conforme descrito abaixo: professor de educacao basica ii - lingua estrangeira",4915,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-05-26/52cf9761ea4b9b7e2bce1f2d290fd749fd4c0b56.txt,"""14.129""","00224/202100220/202100220/202100218/202100218/202100215/202100215/202100203/202100203/202100179/202100179/2021mobilidadeetransporteeditaluge/dpgfn.19,de25demaiode2021vastiferrarimarques,gestoradaunidadedeeducacaodaprefeituradomunicipiodejundiai,estadodesaopaulo,nousodesuasatribuicoeslegaisefaceaoqueconstanoprocesson.14.129-7/2020-1----------------------------------------------------------fazsaberaosprofessoresclassificadosnoprocessoseletivoparaafuncaodeprofessordeeducacaobasicaieii(escalasrotativas)queasessaodeescolhadevagasserarealizadanodia31/5/2021,as8h30,nocentrodelinguasedetecnologiadainformacao""antoniohouaiss"",localizadonaav.dr.cavalcanti,n.396,vilaarens-complexoargos,conformedescritoabaixo:professordeeducacaobasicaii-linguaestrangeira"
7,3525904,2021-06-02,2022-05-10T05:50:41.747343,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-06-02/e5466a8a94dca185e964730c7427bc5d1d8764e3.pdf,Jundiaí,SP,"bairro: _____________________________________________ cidade/uf: _________________________________________ cep: ___________________tel.: _______________________ e-mail: __________________________________________________ desenvolvimento economico, ciencia e tecnologia edital uge/dpgf n. 20, de 1o de junho de 2021 vasti ferrari marques, gestora da unidade de educacao da prefeitura do municipio de jundiai, estado de sao paulo, no uso de suas atribuicoes legais e face ao que consta no processo n.14.129-7/2020-1 faz saber aos professores classificados no processo seletivo para a funcao de professor de educacao basica ii (escalas rotativas) que a sessao de escolha de vagas sera realizada no dia 7/6/2021, as 9 horas no centro de linguas e de tecnologia da informacao ""antonio houaiss"", localizado na av. dr. cavalcanti, n. 396, vila arens - complexo argos, conforme descrito abaixo: professor de educacao basica ii - educacao fisica classificacao geral clas. nome total pontos 61o grimar furtado",4918,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-06-02/e5466a8a94dca185e964730c7427bc5d1d8764e3.txt,"""14.129""","bairro:_____________________________________________cidade/uf:_________________________________________cep:___________________tel.:_______________________e-mail:__________________________________________________desenvolvimentoeconomico,cienciaetecnologiaeditaluge/dpgfn.20,de1odejunhode2021vastiferrarimarques,gestoradaunidadedeeducacaodaprefeituradomunicipiodejundiai,estadodesaopaulo,nousodesuasatribuicoeslegaisefaceaoqueconstanoprocesson.14.129-7/2020-1fazsaberaosprofessoresclassificadosnoprocessoseletivoparaafuncaodeprofessordeeducacaobasicaii(escalasrotativas)queasessaodeescolhadevagasserarealizadanodia7/6/2021,as9horasnocentrodelinguasedetecnologiadainformacao""antoniohouaiss"",localizadonaav.dr.cavalcanti,n.396,vilaarens-complexoargos,conformedescritoabaixo:professordeeducacaobasicaii-educacaofisicaclassificacaogeralclas.nometotalpontos61ogrimarfurtado"
8,1501402,2021-06-08,2021-09-17T20:17:25.134844,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/1501402/2021-06-08/37a190cc7a784405483f3435220cda84edb20ed4.pdf,Belém,PA,"publicada no diario oficial de no 14.072 de 27 de novembro de 2020, que institui normas acerca dos procedimentos necessarios para realizacao do inventario anual de todos os orgaos da administracao direta e indireta da prefeitura municipal de belem. a comissao de levantamento patrimonial mobiliario e imobiliario e de inventario de almoxarifado da secretaria municipal de habitacao, designada atraves da portaria no 055/2020-gabs/sehab, de 26/11/2020, publicada no diario oficial do municipio no 14.129 de 27/11/2020, composta por jacira duarte da silva (mat.0021431-019), ivan paixao moraes (mat.1965344-019) e mario elias lopes de souza (mat.0165859024), apresentam o relatorio de conclusao do inventario. 1-inventario imobiliario 1.1- objetivo: apresentar os resultados do trabalho realizado para o reconhecimento, mensu racao e evidenciacao dos bens moveis pertencentes ao patrimonio da secretaria municipal de habitacao - sehab, em atendimento a instrucao normativa no 002/2020 - semad/pmb",14255,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/1501402/2021-06-08/37a190cc7a784405483f3435220cda84edb20ed4.txt,"""14.129""","publicadanodiariooficialdeno14.072de27denovembrode2020,queinstituinormasacercadosprocedimentosnecessariospararealizacaodoinventarioanualdetodososorgaosdaadministracaodiretaeindiretadaprefeituramunicipaldebelem.acomissaodelevantamentopatrimonialmobiliarioeimobiliarioedeinventariodealmoxarifadodasecretariamunicipaldehabitacao,designadaatravesdaportariano055/2020-gabs/sehab,de26/11/2020,publicadanodiariooficialdomunicipiono14.129de27/11/2020,compostaporjaciraduartedasilva(mat.0021431-019),ivanpaixaomoraes(mat.1965344-019)emarioeliaslopesdesouza(mat.0165859024),apresentamorelatoriodeconclusaodoinventario.1-inventarioimobiliario1.1-objetivo:apresentarosresultadosdotrabalhorealizadoparaoreconhecimento,mensuracaoeevidenciacaodosbensmoveispertencentesaopatrimoniodasecretariamunicipaldehabitacao-sehab,ematendimentoainstrucaonormativano002/2020-semad/pmb"
9,3525904,2021-06-23,2022-05-10T05:51:02.127149,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-06-23/56f7b1a3118ba6d55455bbd4e4e1e87a4dd2caf2.pdf,Jundiaí,SP,"cavalcanti, 396, gabinete da gestora de educacao, 1o andar - complexo argos, jundiai. a impugnacao aqui tratada tera efeito suspensivo desde a data de sua interposicao ate a publicacao de seu julgamento. prof.a vasti ferrari marques gestora da unidade de educacao edital uge/dpgf n. 21, de 22 de junho de 2021 vasti ferrari marques, gestora da unidade de educacao da prefeitura do municipio de jundiai, estado de sao paulo, no uso de suas atribuicoes legais e face ao que consta no processo n.14.129-7/2020-1 faz saber aos professores classificados no processo seletivo para a funcao de professor de educacao basica e i e ii (escalas rotativas) que a sessao de escolha de vagas sera realizada no dia 28/6/2021, as 9 horas, no centro de linguas e de tecnologia da informacao ""antonio houaiss"", localizado na av. dr. cavalcanti, n. 396, vila arens - complexo argos, conforme descrito abaixo: professor de educacao basica ii - educacao fisica classificacao geral clas. nome total pontos 62o",4925,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3525904/2021-06-23/56f7b1a3118ba6d55455bbd4e4e1e87a4dd2caf2.txt,"""14.129""","cavalcanti,396,gabinetedagestoradeeducacao,1oandar-complexoargos,jundiai.aimpugnacaoaquitratadateraefeitosuspensivodesdeadatadesuainterposicaoateapublicacaodeseujulgamento.prof.avastiferrarimarquesgestoradaunidadedeeducacaoeditaluge/dpgfn.21,de22dejunhode2021vastiferrarimarques,gestoradaunidadedeeducacaodaprefeituradomunicipiodejundiai,estadodesaopaulo,nousodesuasatribuicoeslegaisefaceaoqueconstanoprocesson.14.129-7/2020-1fazsaberaosprofessoresclassificadosnoprocessoseletivoparaafuncaodeprofessordeeducacaobasicaeieii(escalasrotativas)queasessaodeescolhadevagasserarealizadanodia28/6/2021,as9horas,nocentrodelinguasedetecnologiadainformacao""antoniohouaiss"",localizadonaav.dr.cavalcanti,n.396,vilaarens-complexoargos,conformedescritoabaixo:professordeeducacaobasicaii-educacaofisicaclassificacaogeralclas.nometotalpontos62o"
