,territory_id,date,scraped_at,url,territory_name,state_code,excerpts,edition,is_extra_edition,txt_url
0,3205002,2024-01-02,2024-01-02T11:23:30.466839,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3205002/2024-01-02/87dd9a6e2a9a7b7f13f854f6244a6deff17afcf9.pdf,Serra,ES,"hipóteses contidas nos incisos do 
caput deste artigo, deverá ser expressamente justificada 
nos autos pelo órgão ou entidade da Administração 
Pública Municipal interessado na contratação.

Seção IV
Disposições Específicas

Art. 30. O ETP deverá ser publicado, exceto quando, 
justificadamente, ficar demonstrado que o objeto a ser 
contratado é passível de classificação de informação cuja 
divulgação ou acesso irrestrito possam comprometer ou 
prejudicar o procedimento, nos termos da Lei Federal nº. 
12.527, de 18 de novembro de 2011 - Lei de Acesso à 
Informação (LAI).

Art. 31. Quando da aplicação de recursos decorrentes de 
transferências voluntárias da União, o Município deverá 
observar as regras e os procedimentos dispostos na 
Instrução Normativa SEGES nº. 58, de 8 de agosto de 
2022, ou outra que vier a substituí-la.

CAPÍTULO VI
DO TERMO DE REFERÊNCIA

Art. 32. Todos os processos administrativos destinados 
à contratação de bens e serviços no âmbito do 
Município serão instruídos com o",732,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3205002/2024-01-02/87dd9a6e2a9a7b7f13f854f6244a6deff17afcf9.txt
1,3205002,2024-01-02,2024-01-02T11:23:30.466839,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3205002/2024-01-02/87dd9a6e2a9a7b7f13f854f6244a6deff17afcf9.pdf,Serra,ES,"preços e nos casos de prorrogações dos contratos de 
serviços e fornecimentos contínuos.

Parágrafo único. Nas adesões a atas de registro 
de preços de que trata o caput, o estudo técnico 
preliminar deverá conter as informações que bem 
caracterizam a contratação, tais como o quantitativo 
demandado e o local de entrega do bem ou de 
prestação do serviço.

Seção V
Disposições Específicas

Art. 37. Ao final da elaboração do TR, deve-se avaliar 
a necessidade de classificá-lo nos termos da Lei nº 
12.527, de 18 de novembro de 2011 - Lei de Acesso à 
Informação (LAI).

CAPÍTULO VII
DO ENQUADRAMENTO DOS BENS DE CONSUMO

Art. 38. Os bens de consumo adquiridos para suprir 
as demandas das estruturas da Administração Direta 
Municipal deverão ser de qualidade comum, não superior 
à necessária para cumprir as finalidades às quais se 
destinam, vedada a aquisição de bem de luxo.

§ 1º Considera-se bem de consumo todo material que 
atenda a, pelo menos, um dos critérios a seguir:
I - durabilidade: quando",732,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3205002/2024-01-02/87dd9a6e2a9a7b7f13f854f6244a6deff17afcf9.txt
2,2306900,2024-01-02,2024-07-04T17:10:04.645835,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2306900/2024-01-02/a0be5193d3f23232749c4866b75cfda1dd300d24.pdf,Jaguaribe,CE,"objetos do Plano a serem 

executados pela administração poderão ser reajustados a qualquer tempo conforme a 

necessidade da Administração Pública, objetivando melhor atender as suas 

especificidades; todavia, a inclusão de uma nova contratação, não prevista no Plano de 

Contratação Anual, deverá ser justificada e aprovada pela autoridade máxima por ocasião 

do documento de formalização da  demanda. Art. 18. Fica dispensada de registro os itens 

classificados como sigilosos, nos termos da Lei 12.527/2011, ou abrangidos pelas demais 

hipóteses legais de sigilo; as hipóteses previstas nos incisos I, II, VI, VII e VIII do caput 

do art. 75 da Lei nº 14.133/2021 e as pequenas compras e prestações de serviços de 

pronto pagamento de que trata o §2º do art. 95 da Lei nº 14.133/2021.Art. 19. 

Excepcionalmente no exercício de 2023 em que se produzirá o PCA para o exercício de 

2024 a versão preliminar poderá ser elaborada concomitante com outros atos, desde que 

não prejudique a elaboração",4153,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2306900/2024-01-02/a0be5193d3f23232749c4866b75cfda1dd300d24.txt
3,2306900,2024-01-02,2024-07-04T17:10:04.645835,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2306900/2024-01-02/a0be5193d3f23232749c4866b75cfda1dd300d24.pdf,Jaguaribe,CE,"3º do art. 174 da Lei no 14.133/2021.Art. 24. Quando o ETP 

demonstrar que a avaliação e a ponderação da qualidade técnica das propostas que 

superarem os requisitos mínimos estabelecidos no edital são relevantes aos fins 

pretendidos pela Administração, deverá ser escolhido o critério de julgamento de técnica 

e preço, conforme o disposto no § 1º do art. 36 da Lei nº 14.133/2021.Art. 25. Ao final 

da elaboração do ETP, deve-se avaliar a necessidade de classificá-lo nos termos da Lei n. 

12.527, de 18 de novembro de 2011. Art. 26. A elaboração do Estudo Técnico 

Preliminar poderá ser dispensada nos seguintes casos:- Em todas as hipóteses de 

contratação direta previstas nos art. 74 e 75 da Lei 14.133/2021, quando for o caso;- 

Contratação de remanescente nos termos dos §§ 2º a 7º do art. 90 da Lei nº 14.133/2021; 



 
 

 
 
8 

Jaguaribe, 02 de janeiro de 2024 Edição Nº: 4153 
 

 

Prefeitura Municipal de Jaguaribe 4 
  

 

 

 

III - Quaisquer alterações contratuais realizadas",4153,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2306900/2024-01-02/a0be5193d3f23232749c4866b75cfda1dd300d24.txt
4,3304557,2024-01-03,2024-01-03T23:51:04.300672,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3304557/2024-01-03/e05f7e65b76049d99c38247d660887c8ac79e1f5.pdf,Rio de Janeiro,RJ,"Brasil e, com o disposto na Lei Federal n.º 12.527 de 18 de 
novembro de 2011.

PROCESSO N.º IFR-CAP-2023/06568 - DEFIRO a obtenção de cópias 
de inteiro teor, referente ao Processo Administrativo n.º 06/201.270/2022, 
de acordo com o artigo 5º , inciso XXXIV da Constituição da República 
Federativa do Brasil e, com o disposto na Lei Federal n.º 12.527 de 18 de 
novembro de 2011.

PROCESSO N.º IFR-CAP-2023/06571 - DEFIRO a obtenção de cópias 
de inteiro teor, referente ao Processo Administrativo n.º 06/201.530/2022, 
de acordo com o artigo 5º , inciso XXXIV da Constituição da República 
Federativa do Brasil e, com o disposto na Lei Federal n.º 12.527 de 18 de 
novembro de 2011.

PROCESSO N.º IFR-CAP-2023/06574 - DEFIRO a obtenção de cópias 
de inteiro teor, referente ao Processo Administrativo n.º 06/201.773/2022, 
de acordo com o artigo 5º , inciso XXXIV da Constituição da República 
Federativa do Brasil e, com o disposto na Lei Federal n.º 12.527 de 18 de 
novembro de 2011.

PROCESSO N.º",,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3304557/2024-01-03/e05f7e65b76049d99c38247d660887c8ac79e1f5.txt
5,3304557,2024-01-03,2024-01-03T23:51:04.300672,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3304557/2024-01-03/e05f7e65b76049d99c38247d660887c8ac79e1f5.pdf,Rio de Janeiro,RJ,"referente ao Processo 06/200.000/2023, de acordo com o 
artigo 5º , inciso XXXIV da Constituição da República Federativa do Brasil 
e, com o disposto na Lei Federal n.º 12.527 de 18 de novembro de 2011.

PROCESSO N.º IFR-CAP-2023/06584 - DEFIRO a obtenção de cópias 
de inteiro teor, referente ao Processo Administrativo n.º 06/201.584/2022, 
de acordo com o artigo 5º , inciso XXXIV da Constituição da República 
Federativa do Brasil e, com o disposto na Lei Federal n.º 12.527 de 18 de 
novembro de 2011.

DESPACHO DA SECRETÁRIA
EXPEDIENTE DE 02/01/2024

PROCESSO N.º IFR-PRO-2023/01070 - DEFIRO a obtenção de cópias 
de inteiro teor, referente ao Processo Administrativo n.º 06/201.032/2021, 
de acordo com o artigo 5º , inciso XXXIV da Constituição da República 
Federativa do Brasil e, com o disposto na Lei Federal n.º 12.527 de 18 de 
novembro de 2011.

GEO-RIO
G E O - R I O

_ _ _

Fundação Instituto de Geotécnica do Município do Rio de Janeiro 

Campo de São Cristóvão, 268 - 1º e 3º andar",,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3304557/2024-01-03/e05f7e65b76049d99c38247d660887c8ac79e1f5.txt
6,2611101,2024-01-03,2024-01-03T23:22:22.750081,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2611101/2024-01-03/f89f9f5838f580782f1a6a7be27ba4f60a98fc94.pdf,Petrolina,PE,"CLÁUSULAS 

5.1- Ficam ratificadas as demais cláusulas e condições estabelecidas no contrato 

originário, firmado entre as partes, que não colidirem com o presente instrumento. 

 

CLÁUSULA SEXTA - DA PUBLICIDADE 

6.1. Incumbirá o LOCATÁRIO providenciar a publicação deste instrumento, por extrato, 

no Diário Oficial do Município, de acordo com o prescrito no artigo 61, parágrafo único, 

da Lei nº 8.666, de 1993, e realizar a divulgação em portal da transparência, em 

conformidade com a Lei 12.527, de 2011. 

 

E, para firmeza e validade do que foi pactuado, lavrou-se o presente termo aditivo em 04 

A
ss

in
a
d
o
 p

o
r 

3
 p

e
ss

o
a
s:

  
JO

Ã
O

 L
U

IS
 N

O
G

U
E

IR
A

 B
A

R
R

E
T

O
, 
G

A
B

R
IE

L
A

 S
A

N
T

O
S

 C
O

R
D

E
IR

O
 D

E
 M

E
N

E
Z

E
S

 e
 P

E
D

R
O

 V
IC

T
O

R
 D

E
 C

A
R

V
A

L
H

O
 S

A
N

T
O

S
P

a
ra

 v
e
ri
fic

a
r 

a
 v

a
lid

a
d
e
 d

a
s 

a
ss

in
a
tu

ra
s,

 a
ce

ss
e
 h

tt
p
s:

//
p
e
tr

o
lin

a
.1

d
o",3.468,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/2611101/2024-01-03/f89f9f5838f580782f1a6a7be27ba4f60a98fc94.txt
7,4115200,2024-01-03,2024-01-03T23:33:01.042265,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/4115200/2024-01-03/529315a1adf1ca52dc5acf9a9b59f6c4f3038e80.pdf,Maringá,PR,"local de trabalho, se m atender aos quesitos do artigo 8.
 

DA NOTIFICAÇÃO DO ACIDENTE (N. A.)
 
Art. 9º A chefia imediata comunicará o acidente à segurança do trabalho - Unidade

SEI SADM - Saúde Ocupacional através de abertura de processo SEI - Sistema Eletrônico de
Informações, imediatamente após sua ocorrência. Nesta comunicação, a chefia deverá utilizar o
tipo processual: Pessoal: Notificação de Acidente, com nível de ace sso restrito pela hipótese
legal Informação Pessoal – Art. 31 da Lei 12.527/2011.

 
§ 1º Após a ciência da ocorrência de um acidente, a chefia imediata preencherá o

formulário denominado N.A., comunicando o evento à Saúde Ocupacional, independente da
recusa do servidor.

§ 2º Caso a N. A. seja referente à dor na realização de atividades do servidor,
deverá ser anexado no processo SEI a descrição detalhada  de como iniciou-se o quadro desta
queixa clínica, conforme cita o parágrafo único do art. 7.

§ 3º Caso o acidente ocorra ao fim do expediente, a notificação deve",4255,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/4115200/2024-01-03/529315a1adf1ca52dc5acf9a9b59f6c4f3038e80.txt
8,3170206,2024-01-03,2024-04-19T04:50:30.571280,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3170206/2024-01-03/3f498764c5d676c966a373488af39f3ec55f9142.pdf,Uberlândia,MG,"somente continuar funcionando se estiver em 
situação regular perante os órgãos competentes.
Clausula Oitava - O presente termo de ajustamento de conduta 
deverá ser publicado, na íntegra, nas páginas da internet 
da SUPERINTENDÊNCIA DE PROTEÇÃO E DEFESA DO 
CONSUMIDOR – PROCON e do compromissário, caso tenha sítio 
eletrônico, bem como, sob a forma de extrato, no Diário Ofi cial do 
Município, ressalvadas as restrições constantes no art. 46 da Lei 
Municipal nº 8.814/2004, na Lei Federal nº 12.527/2011, na Lei 
Federal nº 13.709/2018, dentre outras.
Parágrafo único. A Compromissária compromete-se a afi xar 
cartazes em local de grande visibilidade, na recepção de sua sede,
veiculando a íntegra do presente termo de ajustamento de conduta 
pelo período de 06 (seis) meses, a partir da presente data.
Cláusula Nona – A celebração do presente termo importa a partir 
da data de sua assinatura na suspensão pelo prazo de 01(um) 
ano dos processos administrativos de nº 31.013.001.22-0001528, 
31",6765,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3170206/2024-01-03/3f498764c5d676c966a373488af39f3ec55f9142.txt
9,3304144,2024-01-03,2024-08-06T10:50:33.285193,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3304144/2024-01-03/439930567ee2592b217d34b46d59bcf8362e1b97.pdf,Queimados,RJ,"Eletrônico de Documentos e Processos no 
âmbito da Administração Pública Municipal de Queimados e dá 
outras providências”.  

   

  O Prefeito Municipal de Queimados, no uso de suas atribuições legais e 
constitucionais, 

 
CONSIDERANDO: 
 
que a digitalização e virtualização de documentos e processos viabiliza a inovação, a transparência administrativa, o 
compartilhamento do conhecimento, a promoção da sustentabilidade, bem como a melhoria da gestão do gasto; 
 
o disposto na Lei Federal n°12.527, de 18 de novembro de 2011, que regula o acesso a informações, dando efetividade às normas 
trazidas pelo inciso XXXIII do art. 5°, pelo inciso II do §3° do art. 37 e pelo §2° do art. 216 da Constituição Federal; 
 
a Lei Geral de Proteção de Dados Pessoais (LGPD), Lei Federal n° 13.709/2018, que normatiza o tratamento de dados pessoais, 
dispostos em meio físico ou digital, visando a proteção dos direitos fundamentais à liberdade e à privacidade; 
 
a utilização do Sistema Eletrônico de Processo",002,False,https://querido-diario.nyc3.cdn.digitaloceanspaces.com/3304144/2024-01-03/439930567ee2592b217d34b46d59bcf8362e1b97.txt
